Ghsauma,1
Maya,1
Magangton miLu,1
Santa Fu,1
Burton",1
Gus Olooo,1
Thomas W.Enoa,1
C. J. C.,1
Clinching Nails,1
S. E. Murphy,1
14 6624-2212-6612,1
Milwaukee,1
93 In
1°,1
U. S. troops,1
31.:- G.Crittcalsn,1
United,3
Reeervetiens,1
Jan. 85, 1905,1
Santa Clare,1
Aloeldo,1
Heron,2
Minn.,5
Mexicans,4
L1,pgg-,1
Pueblo School,1
Butt F.,1
San Fz'wcimo,1
weekly,2
Yuma,1
N. 1-1,1
Tb U..$.flzmz,1
45 1,1
Lust,1
z.y inuxan,1
current quarter,1
M/nm/af mw/,1
1824-1880,1
Robinson,2
Galena Ave,1
Qficehro,1
Isaac W.Dw1re,1
Fol-mt,1
next
month,1
Cmiseioner,1
Minna,1
Peairsz-,1
Sam Eldodt,5
New Memico,1
the 6th instant,1
Pin:,1
N. M. a tick,1
7 Supernatant,1
C. L. Pollard 3}anH,1
N. M" 8:31,1
Jbefie lirenJO,1
Mann,1
September 1893-lebruary 1894,1
Wynn,1
A» J. Abbott,1
7-1/7de,1
Lear Madam:-,1
annually,1
MKMQL'E,1
some three years,1
Aug. 5, 1906,1
Juan de Jesus,1
25 5306-1500,1
Frederick Siegner,1
21:16:. 12',1
Issblo,1
Army,1
Aug. 1:3,1
Slflta Fe,1
Domingo Indiana,1
Santa Fe Indian School,6
July 11,1904,1
Vienna,1
eJeot,1
that year,1
1".» a. a...,1
Roofing Tin,1
Peter Dolan,1
118222,1
Jan. 16,1
1854,1
Jan. 10,2
Mlmt um»,1
the end of the fiscal your,1
WareLouse,1
N. H.

at,1
C.L.Pollerd,2
Linden St.,1
L.Pollard,1
Martin Concha,2
Santa 1'0,2
Ilse Ferris,1
San Ildetenso,1
Paebloo,1
Oklahoma,1
San Jose,1
Butt In,1
U.S.lndian Industrial School,1
Dreee Peper,1
June 26th,1
1935,2
B. H3rper,1
N. I.

Sir:-,1
P. Wag

Dcnvor,1
Harry B.Lyford,1
Feb. 21, 1905,1
Rambo,1
March 29,1906,1
J. Roo Browning,1
Hugh Box,1
Urine,1
W. O D,1
Oincimu,1
Neveioe,1
Gullotoo,1
Refugio,2
Ely 5, 1906,1
April 1063,1
Iereheuee,1
t. I. l. .41",1
Seven Lakes,1
Luella,1
3/1"'1s 311,1
Ban Ildefonse,1
Teoe County,1
Jaxuery 2,1905,1
Governnnnt,1
Jose Elias,1
Arkansas,1
Roger c. 8pconer,3upt.1ndien ',1
Friday the 13th,2
April 17, 1905,2
April 17, 1906,2
the U. S. Civil Service Cm,1
Oct. 31,2
Santa re,20
Jelet,1
Industrial Teacher

C.J.Crand111,1
30 6760-2100-4660,1
Lutz,1
Aeeeteoio Urino,1
H. f'flok,1
Santa rs,1
Lute,1
one day,1
Santa rt,1
Inner King,1
Ar12,1
May 24,1905,1
Singer,2
Cgrrlod Forward,1
Antonio LuJan,1
Ve ry/Se,1
Detmcr Woolen Co.,1
Edward Morgan/ Burt Evans,1
I'rad,1
Indian
School,1
Innnptrinl

School,1
Harry,1
Picuria,1
Unicagc,1
Indien School,1
Field Matron,1
Lawerence,1
III/Y H.',1
House,2
Becky Ford,1
1?. 1,1
Whilst,1
Papsgo,1
Joseph,1
Oct. 3d,2
Bicenti,1
Mover,1
Oct. 6,1
the 16th instant,1
RBéw-Imounum,1
Bhutan,1
1206,1
1200,1
May I, 1905,1
Warehouse,1
July 81, 1906,1
June 30th,5
Oct. 7,2
Broen,1
Quay,1
Mendw,1
Chioego,1
7911,1
the next two weeks,1
Sunto Donlngo-Tnou,1
Sumo,1
I. I.
',1
E. A. Allen,1
Heron 7th,"1ooo,1
June 1890-,1
Oct. I,1
Thousand Five Hundred (,1
Chandte,1
San Ilde-,1
Omaha,3
Fornwdoz,1
N. M., No'v,1
N. M.
irz~,1
Nu m mwmwmwtuwm,1
Carillon,1
Oct. ',1
Lor Lie,1
14 6482-2116-4317,1
Oct. *,1
Inchington,1
LomMW-Hh Mm,1
Cliffs,2
I. I.
Sir:-,1
Chelorstt,1
Mexican,10
Santa we,1
Anthony Iourohegu,1
Rannn Sanchez,1
Blat,1
u. u.,2
C. L. puma,1
Pablo,5
Jae .K. Allen,1
Bee-0n Sanchez,1
Hmett,1
N. M.

Sire:-,1
Masouri,1
Suparintsndsnt,1
Edison,1
Samuel,1
U.8.lnd.1m Industrial School,1
7

[,1
Arkansas City,3
Isaac W. Dwire,1
November 25,1
month,4
Aug. U. 1..,1
P. 0,1
Sente re,1
Native America,1
Cechiti et,1
Specie,1
Sente,1
Ir Hanna,1
Strum,1
Lee Angelos,1
Whitney Compuny',1
Brno,1
Flagstaff,4
Angus,2
San Jinn,1
August 13, 1906,1
Governo Jemez,1
Chamlta,1
John B. Harper,1
Emii Kleinwort,1
between July 10 and July I7,1
Lewerenoe,1
eddrellO,1
Aug. 17/ 1905,1
John & Barnes,1
mm'e,1
the 30th,1
Chamberlain Indian School,1
the Indian Service,1
Iflam,1
C. M. rerekor,1
December 19,10,1
Mocclero,1
6610-1950-4660,1
6542-2210-4382,1
N.'l,1
N. 1:.,1
M155 Ferris,1
Denver,26
Bento Deisgo,1
M.S.Mnrphy,1
nmIee,1
Fiber,1
Vermin

Office,1
the 24th,1
East,1
January 18, 1903,1
March 22a,1
U.8.Indisn Industrisl,1
SOFOELVO,1
Miner-e Mus,1
Mich,1
Wilbur Watson,1
Weehlncton,1
Anne Gerdner,1
Rios Jossta,1
Duonett,1
July 22,,1
11-12,1
this week,2
Dmingo,1
Departments,1
Kittridge Bldng,1
Allenvood,1
N. l.,3
Piaaae,1
?;u# Puncw,1
the Surveyor Generel of New Mexico,1
Peeirs,1
W. Dwire,2
1849,1
1848,1
Kansans,1
Clark,13
Dec. 8 6014-22m-3794,1
Hoop Bros.,1
Clara,1
Milo,1
Wechington,1
Keenan,1
The Shaw Walker,1
Harry Keope,1
Runway Sikemeir C0,1
U.S.lnd1an Imam-1:1 School,1
Allenwood,2
Ion-INN,1
90541,1
Conn,1
Victor,1
mm Industrial School,1
Sovurianl,1
Seats Fe,1
Frank DCJbert,1
Route',1
Twentquour (,1
Louisville,2
C. F. Spader,1
Lin-ate,1
1908,4
a few weeks,1
The Santa Fe Indian School,1
1904,6
1905,29
Fort Apache,1
WW GWWZ H,1
Pusblo,1
Burt,1
N. M. at,1
:mmmama-wuuaga,1
NavaJoe,1
I. I.
Dwiro,1
Feb. 4, 1905,1
Lndian Industrial School,1
Feb. 4, 1906,1
Mun M10,1
Fort Defienoe,1
N.N4,1
Kennedy,1
Axbu,1
the 3rd quarter,1
N. M.

Dear,1
I7 Pepngo,1
American,2
Maude,1
Roger,1
Sept. 4th,_390t,1
the 13th,1
Curr,1
Inter,1
Lfld,1
Cheese,1
Aug. 22d,1
Ken McCabo,1
N. Y.,3
1:11,1
Bowling Green,4
Dagonott,1
I.- W w,1
Jim Azozi,1
H.
um».,1
1 few,1
Tomorrow,1
Miseian thv:i,1
Albuquerqyo,1
Mattie Price,3
1 few days,1
Ariz.,28
Tuoeea,1
N. H.,5
autumn,1
Indian School Borne,1
June 18, 1906,1
Albuquarque,1
Thompson,1
August 12,1905,1
Dec. 5, 1904,1
Sept. 17th,1
Aug. 5th,2
Tne Gov't,1
Surveyor,1
6474-1950-4526,1
August 3, 1905,1
Desks,1
Lhese,2
U.8.Ind1an Industrial School,6
the U. S.,1
8th Mn,1
Puller,1
Ilehingten,1
Chicnso,1
this year,6
E. M.,,1
the Rosvgell Military Inet,.,1
Blank,1
August 24,1906,1
December 1913,1
1351-19,1
Moaaru Curtfllght-Davis,1
S. B. Grimshaw,1
3 years,1
I. m.,1
Clofk,1
Germanpn-o,1
Ahbrosio Garcia,1
John V. Rdush,1
Mexico,13
Iudieae,1
534133130,1
October 9,2
Sean,1
Beau,1
the Indian Dept,1
Espenole,3
Okla.,3
Sente Clerc,1
Oelif,1
1901-15,1
Yukon,1
The Globe-Wernioke Co. ',1
Chamita,2
Bdrne'lillo,1
Chamite,1
Section 558,1
Douglaae Holt,1
August 18,1906,1
Mont,1
Dixon,4
Ssn Juan,1
Road 20,000,1
Leif,1
tinne-,1
Texas,2
the Santa F. Indiun,1
Santa Fe Indian Industrial,1
March 13,1905,1
Anastacio Urine,1
late,1
Torcva,1
Gents Fe,1
Andreue Calabasa mo,1
May 31,1904,1
Wimuwm-z a.,1
Bowltné Green,1
December
19 1904,1
BenJ. Reed,1
Mam-1,1
00 3nd,1
H.. July 21,1
Smtd Fe,1
mm a—,1
Nov. 29, 1904,1
Prest,1
Jicarilla,1
Chaunita,1
June 19,1905,1
Industrtol School,1
Jicarille,1
August 2,1
August 1,1
Sun Inn 36051..,1
Dist,1
Starr-Hayes,1
Holbrook,2
Newton,2
Ionics,1
Eapanola,4
Super-intention,1
Council,3
Perry:—,1
July 18, 1906,1
Dear Si ;-,1
Dec. 27,2
September 2,1906,1
Meears.. Ramsey,1
the fiscal year,3
1855-90,1
Stanley,1
Sacuton,1
February 2 1906,1
D. Levon,1
Dec. 2,1
Loxne,1
Pedro Cadete,1
Pabllta,1
Aug. 30, 1905,1
Aug. 30, 1906,1
Aug. 20, 1906,2
December 6, 1904,1
Christan,1
John'm,1
N. l. for tho,1
U.S.Indian Industrial School,23
Weldon,1
L. P01 Lardi,1
true day,1
Samuel F. Staoher,1
IIIO,1
ths 11 day,1
E. Dugenett,1
Jan. l-Dec,1
Pens Elma,1
Hulk 01,1
Pueblo Hui-nu,1
0100,1
Indien'cenittee,1
Fe/ M.,1
Jesus Harsh",1
Tucson,26
Pink Bun,1
C. Zingg,1
III.,1
Chane,1
Cdlif,1
Innt,1
Ilib

School Buildings,1
St. John & Barnes,1
Boston,1
Thousand Eight Hundred (,1
Staeher,1
N. I.
Deer Sir:-,1
U.S.Indian Industrial Sohool,8nntu,1
AOMG,1
Louis Candeldria,1
1660,1
Santa Fe School,3
Suntitenn,1
Lanna Fox,1
July 28, 1905,3
Wheeler & Wilnux,1
N. I.

Boar Sir:—,1
1'.hl'.s year,1
N. m.,1
Indian,185
Santa Clss,1
U.I.Ial1en Industrial School,1
1870,2
August Vt,1
N. L,2
1879,2
George Unato,1
311110,1
Bad-«Tao,1
Jacks,1
Joseph lileel',1
U.8.Indian Industrial School,3
NATIONAL AIOHIVII IICIOPILI PUILICATIONI

Microfilm Publication H1473

BUREAU,1
Aivun,1
MN Oct. 7,1
N. M.
Madam:-,1
N. M.
Madam:—,1
M. Ital,1
8.00 bOlldu,1
1850-1953,1
31.. Aug. 30, 1905,1
Albuqueque,1
Meecelero,1
Luelle S. Gellufi,1
N. M.

Suturdw,1
Pueblo 86:901-,1
Santa Fem,1
I. Io,1
Grand Junction,3
between 1890 and 1918,1
N. :5,1
1919,1
Civil Service,1
Cerliele,1
Venture,1
1taiziL,1
1911,1
1912,1
Inufianl,1
1914,2
J. M. Berger,2
Pueblos,42
Tomacito,1
Bantu/3'0,1
Crook,1
2020,1
H. H. "Johnson,1
Puebloe,2
Alexander,2
U. 8.1ndien Muriel,1
August 26,1905,1
May 9th,1
San Ildetoneo,1
Muir,1
Haakel,1
Estancia,1
Santa ?u,1
North St.,3
Navaho Grozisr,1
N. In,1
Konoublo,1
Suprome Court,1
Albuquerqzm,1
July 131,1
801001,1
Pena,1
La Mott,1
St. Paul,2
Santfi Fe,1
15 year,1
Lenora

~1,1
N. 3!.,1
Jemee,1
Weehincton,1
Juan Tfiomas,1
1199 9999,1
Lucie,1
N. IL,6
Nalbe,1
the First National Bank,1
National Museum,1
Sterographer,1
Witn,1
understand-,1
Martin S.Murpkw,1
Sept. 7th,2
I.O.B.Senta Fe,1
N. I.
Deer Mr. Allen:-,1
C. J.
Grandall,1
N. I.,6
Joeeting & Schilling,1
Pollard,1
July 19, 1905,2
Fort Defiance,1
A. I. t s. r. it,1
John E. Banach,1
N. n..,1
21-22,1
Bath Tube,1
Reepeetfuny,1
York 01w,1
Han Crucus,1
013113,1
Berger-e,1
Johnson,-,1
Rose Rios,1
Aug. 1.t,1
U. 8.1ndnn Industrial School,1
1113310,1
Indies School,1
Julian Laban,1
Jose 8103,1
Meaty,1
Ply Perot,1
G. V. Goodman,1
Fe City,1
June 7,1005,1
8313311311,1
Ebert,1
Jane 2,1905,1
December 31,1
the 27th int,1
this fall,1
July Mth,1
I. l.,1
Suite In,1
Isaac W.Dwiwe,1
W. A.

",1
Housvsr,1
Cochltl Pueblo,1
6380-1936-4444,1
9 Stat,1
Papago

Jsmsz,1
Pablo Abeyta,2
Nsw nexjco,1
Venturn,1
Ruth E. Laughlin,1
June 30,1905,1
March 21,1905,1
U.B.Indian Industrial School,1
N. R.
My,1
«try—,1
Fhoenix,1
Mon 0310',1
c. w.,1
Duran,1
z'nC,1
Catherine Indian,1
147/,1
S. F. Ry,2
June Its,1
the National Archives of,1
New'lexico,1
Sept. 19, 1905,2
Sept. 19, 1906,1
Sunday,1
N. :51,1
Charles Dingo,1
Daniel,1
Marion,1
San lldefoneo,1
Frank E. Coudert«~~Check,1
Coch-,1
25 5,1
April 7, 1906,1
Ute y'k-Eloufmz,1
Shirt,1
Doe} 81r:—,1
Aug. 28, 1905,1
Cheyenne,1
Isfahan,1
Tney,1
Ccrliclc Ind. School,1
9911,1
Tue H0,1
Run Mrvfita,1
Buporlntondmtk
',1
New York City,1
Sept. 8, 1906,1
Jemez,15
Sante:.Fe,1
I. Indian,1
Papagoee,1
Dec. 30,1
Sony,1
L. U. DIM",1
IWMOMI,1
Box Fittings
Box,1
Kind,1
May 18, 1905,1
Puoblou 1900-16,1
June 8,1904,1
Miguel Guhcgald,1
Aug. 28,1
Annie,2
Board of Hm,1
school Journals,1
Eurasia,1
April as,1
Battle Creek,2
5.1nd1an Industrial School,1
annual,1
31 6822-,1
F. Larrabee,1
H. B. Cartwright-& Bro,1
Hugh Sousea,1
N. M.
Deer Sir:-,3
Dawson,1
Jenner,1
Hop F,1
Charles Hispalmath,1
Inuian,1
Thorn-,1
LBJ-Int,1
Bantu Fe,6
June 13,1905,1
Pueblo Indian,1
Singer Sewing Machine Co.,1
August 5.1903,1
Recento,1
Philip Brown,1
Sentieteeen,1
Isnusl Brown,1
Goverer,1
Wflwmm,1
N. M.
0:13,1
monthly,3
Albert IJickinson,1
the 20th,2
81a Pudblos,1
California,1
McBride,1
Benino Sionoro,1
June 5, 1905,1
July 23,1
Prsss Copies of Lotters,1
River Bide,1
July 24,1
July 29,1
Ijrtould,1
Eepanole,1
N. n.,1
Eepanola,3
11 6400-2162-4238,1
October 10th,1
Ben Ildetonso,1
Issuquo,1
Arkeneee City,1
Grant of 0,10,1
Sam Eldest,1
SL.Louis,1
Jose Juan,1
Industriol School,1
Shaw Walker,1
Demon,1
New Elston,1
Colo,2
Ieek,1
Smtu Fe,1
Jo;r,1
City,1
Jsck,1
Khan,1
Sonto Domingo,1
0.119.113,1
Rafi,1
Ihggie
Norris,1
Relph P. Collins.—,1
I. Ir-M H." M,1
Jan. 9, 1905,1
April 21, 1905,1
II. Inlay,1
Ruben V3110,1
Dear Sir: -,1
1:!-,1
Tno Morrison,1
Luke,1
the month,4
18th to 20th,1
Thomas W.Voétter,010rk,1
Ulth Day School,1
Meir,1
Tees,3
Jose Rey Chinnena,1
V111 b. m,1
yesterday,4
Charles,1
March 25, 1905,1
Chilocco,1
N. M.
Deer Sir:—,2
27 Vols,1
Iexioo,1
Litton Ohio .111,1
Dsy School,1
Nesler,1
Loueivllle,1
Victor Dolan,1
Allenwoodt,1
N.M.,38
Ibsen,1
Albuquerque Indian,3
1964,1
Reton,1
1965,1
Sept. 3.51,1
New lexioo,1
H. Q'neil,1
Weehinzton,1
the Missouri River,1
Acknowledge,2
Albert,1
Mexlco,1
Bafllbsc,1
Colorado Telephone Co.,1
3049,1
up to 18 years,1
Douglas-y,1
Panacea,1
Enema,1
Juetly,1
Spool-.1 Dish,1
Joaquin Gomez,1
Territory,1
Albuqmrque,1
3046,1
101100 June,1
Bibo,3
Cffioe,1
6394-2206-4188,1
William Farr,5
Neigher,1
Juna 29,1906,1
Joel W. Tyndall,1
the Civil Service Commission,2
Jemez day,1
3 Dear,1
December 29,1
U.S.ludian Industrial School,1
F. E. couaort,1
John Minter,1
Reuben M.anfman,1
Shauld,1
Superintendont,2
Humming,1
Ind W M M,1
S;p3r;ufimnmqnt Crandall,1
Carrie,1
Goodall,1
Ecwo M. Tistar,1
Cincinnati,3
Lap Chi-m:-,1
Sept. 11,1
J.S. Indian,1
Clara D,1
W. M',1
Robert Driving-,1
T. B. Citron,1
25' 1905,1
Kenna,1
Sclwol,1
Santa In,4
Itthin 66,1
Inxloo-IO/B/ba,1
May 26, 1905,1
Amber 3,1
Charles 1:. Burton,1
Isiah,1
Momentum,1
Firm,1
April 20, 1906,1
UJJndien Industriel,1
Frank,3
Oct. lat,1
Albuquerquc,1
Albuquerque,72
Saute re School,1
Albino,3
N. M. ~ A,1
Octobsr 2,1
Bright German,1
Winter Grocery Co.,1
Aug. 5,1
New Kexioo,1
Aug. 2,1
Mulhonmd,1
Clow P-81,1
Bile,1
Bupt,1
the Pueblo Indium,1
Bill,2
James R. Allen,1
Antonio,1
Luke Emmerson,1
Commie:-,1
Affeirs,1
China,1
Loot,1
312/31 23,1
Pvfifons,1
B. Ilfold,1
I".ft1t,1
Peneeco,1
the 01111 Service,1
LII.,1
August , 1905,1
21876-83,1
Ln 3:5r,1
JIIOI-Nllb,1
Melieans,1
Scat,1
Bonn,1
Hexioo,1
Klttrldgo Building,1
.s.1ndian Industrial School,1
3.35.551».

 

W,1
mm Mum-INN».,1
Perry,1
Pedro Been,1
Ihdian,1
U.S.Indian Industriai School,1
Randell Golkino,1
John & Bernes,1
the U. I. III-"cor Gmerel,1
the Surgical Supply 09,1
the Pueblo Council,1
April 16,,1
Ind
Office,1
N. M.

Deer Sir:—,1
Qntp l9,1
Depte,1
Superintvndent Indian School,1
3 4',1
Edith Renwold,1
Donn" it,1
Indian Industrial School,12
July 28/ 1906,1
John Doe,1
Gertrude For,1
More roturuod,1
Indium Office,2
Mhy 13, 1906,1
April 80th,1
New Mexic018cptembar,1
Emma Houpt,1
Grundo,1
Anzac,1
Aidan,1
Imouui,1
Mescelero,1
1he Government,1
F. E. Coudert,2
Max Trust,1
M188 Maggi,1
N. 1!. ',1
6256-1676-,1
Grendsll,1
Sinta Fe,1
Setup-on,1
July 36,1
Aug. 2, 1906,1
July 39,1
Tro Laundry Machinery Co. Ltd.,1
Iphool m bun,1
Puo'bio,1
Amberg,1
16'mel'»,1
Pablitm,1
Edward,1
1898,1
Avis,1
one year,2
Jan.50th,1
1891,1
Pablita,2
1893,3
Ihehp,1
Jan. 14, 1905,1
Treaty of Guadalupe Hidalgo,1
ths day,1
2131,1
Abe Lincoln,1
I. I.
Mr,1
Wash-,1
Kori" II ",1
Inn Man,1
Nov. 17,1
Nevejoe,1
14 1001,1
The Pueblo Indians,1
Alcalde,1
Puobioo,1
three
years,1
Isaac W.Dwire,1
Springs,1
Indxan,1
Ui'lTJL,1
Houee,1
Oahu 8M0- rat-1W d,1
Pens Blanca,1
Carillos,1
9199199999 1159,1
Tulalip,1
Shell,1
Scott,1
April 4, 1905,1
Sonto Cloro,1
Crete,1
Penuco,1
Septmber,1
I.

',1
T.B.Bugler,1
Tees Trading 00,1
1853,1
11d 3,1
I. 1',1
William H. Blake,1
Julie Tre,1
Santanita Oonoha,1
Luke E9 Emerson,1
Lewis School,1
Crandall,4
N. H,1
J. Roe Inning,1
Jan. 1" 1903,1
W. Culver,2
N. KL,1
Norris,1
U.S.Ind1an Industrial School,1
Kean an10fi,1
Eapmflola,1
Joint,1
Thomas W.Vbetter,2
Stet,1
quarterly,1
the New Mexican,1
Pedro Boot,1
e Pine,1
D. C.
Deer Mr. Sherman-,1
Freon,1
N. K.,2
M. S. th'y,1
October 2nd,1
7¢ to 4~1/2¢,1
Berranoa,1
15mm 11331,1
the N. I.,1
1516 01111951113,1
I. II.,1
y. M.,,1
Eéspanula,1
Pope,1
T.P.Mart1n,1
Hagen,1
Oct.

Board of Home Missions,1
Luis Indira school,1
1e 31,1
Boer,1
65—267 Sout'a Canal St.,1
I. W. Dwire,4
Jute,1
W. \o It!»,1
C. W. Dildrow,1
I. W. Dwiro,1
Canatructicn,1
Tuesdays,2
Chemita,1
30452,1
the next 25 yeere,1
Corbett,1
Inspector Healer,1
N. EL,1
July 7, 1905,1
you.g,1
Appito Herr,1
State,1
July 6,194,1
Theodore Roosevelt,1
Suite,1
Samuel F. Stacker,2
Anne,1
John B. Hotpor,1
Janet,1
Jenna,1
H. D. Meyer,1
U.B.Ind1an Industr1&l School,1
7-8 Hsr,1
Leo Herech,1
Butte,5
West Lebanen,1
the Office weul,1
Wcigher,1
N. X.

Sir:~,1
Mattie A.Price,1
FRCC,1
L505,1
M. Sand,1
W. M. Potorson,1
1203811313,1
Arum,1
MoCune,1
The 3313,1
C. J. Crandall,1
Nevada,3
J'wt,1
Farris,1
Thomas I.Vbottor,1
New Maxim,1
Lhifi,1
Albuquerquw N. 11,1
Palm,1
Eldodt V.",1
Carrie 0,1
Carlsbad,1
N. m. June,1
the Indium School Jew-Isl,1
Jufiy,1
.'ierch 31,1
James K. Allen,4
Robert,2
Aug. 204, 1905,1
Pisa,1
1900,3
Ban Inch-u,1
M. S. Murphy,2
1/99,1
VssnLngton,1
Oct. 5, 1905,2
Luat ¢nww,1
Oct. 19,,1
Nora H.Hearet,1
Dec. 19,1
Senate I:1dien Committee,1
P. H. Lease,1
W. R. Johnson,1
Bank Depositories,1
Anthony Fourbhegu,1
Memphis,1
Puehlob,1
Sept. 25th,1
Lana,1
Alice Drivinglnwk,1
Coeniti,1
1111,3
B. M,1
Fawn Mexico,1
Gertrude ~err1e,1
1».
m,1
January 23,1905,1
u. M.,1
Schilling Co,1
three years old,1
WWW W,1
WW W wmrwWWEfigw,1
Tucsoni Arisgggl,1
Frank Heed,1
Tohatcni,1
File & Index,1
Sept. 1:.,1
«.25,1
nfilfl'iflos I. dill,1
16 c. 3,1
Clow,1
W.Dudrow,1
Indun Indutrul School,1
Nu York,1
June 9, 5770-1934-3836,1
Horn Brush,1
Razz 10,1
0.01th,1
Northern,1
Condor,1
U.8.Ind1a.n Industrial School,2
Puehloe,1
Agapito Herrera,1
Anna ll,1
Kerouac,1
Begay,2
July 1-24,;90L.,1
Russia,1
T. B. Bulgler,1
Ropoholu,1
July 10th, 1905,1
Roy Mexico,1
Thom twat»,1
M133 Lillie Williams,1
Jun Witt",1
Thoreau,1
Horton,1
Senta Clara,1
Mtiee,1
Cliff,1
March 15th,1
Aug. 10, 1910-Hay 31, 1911,1
Jan. ad,1
11-55,1
November 29, 1904,1
N. Miriam Nil,1
Sept. 17, 1906,1
Denver Manson,1
Asst,2
June
30th,1
N. M.
luv,1
the Civil Service Conmdssion,1
St. Louis,10
Hartin S. Murphy,1
12-13,1
Crown Moulding,1
::n Sanchez,1
Oct.,1
Annie Laura,1
Oxford,2
St. Louie,2
N. M., Aug.,1
Sept. 28, 1905,1
Wilson,4
Electric Co.,1
Anthony Fourchegu Check,1
R. Allen .ubuq,1
Smith,3
MTu Huggett,1
the 29th inetant hen,1
W. L. Trimble,3
Millie,1
Stump-Hun,1
Itand,1
IdviIed,1
Daniel More,1
Cecilia,1
Laushlin,1
Pueblo Indium,1
May 19th,1
N. M.

Sir:-,1
.W Purdy,1
August 81/1906,1
Sept. 1, 1905,3
Frank Head,3
Dear Sir:—,1
Andy View,1
Ohleeao,1
the 15th,1
Topeka,1
Adam,1
Jet.tw+f,1
I. I. Coudert,1
Jun 1!.,1
Suprfimnx,1
Supreme,1
Crate Closet Seat
Ctate Closet Seat,1
40 1988,1
the quarter,1
H. 1L,1
May 14, 1905,1
July 27, 1906,1
New Mox1c0,Ju1y,1
A. r. mac-tn»,1
the Civil Service,3
Lee Herm'a,1
Beointi,1
Aoequie,1
Jesua,1
Super-inundat-,1
1p 1191',1
Jun 25,1
Buettner,1
Espunola,2
Sinxs,1
Jno.0u.ll11nr,1
Agapito Moran,1
Treasury,1
New Wr;Lcou,1
30 7190-2202-4966,1
Itehington,1
Whitney Company,1
Mar. 9-Dec,1
I. 11-11,1
C. Strong,1
10131-3,1
Tnsvit,1
Office,3
Stacher,1
Pietro,1
I. There,1
Cochin,4
Joseph 131130,1
Chamjtn,1
Grove,1
Pedro Bao-,1
Shank Lastere,1
no day,1
N. Y.

Dear,1
Min Jeffrios,1
Berger:—,1
Buffalo,1
Pojoaque,1
Singer Sewing Machine,1
June 16,1905,3
Tho Supt,1
Lawrence,1
2232,1
William H. 31am,1
Pfiflann Shoe,1
Pleeee,6
N. TL,1
Jan. 19, 1905,1
Murpkl'j,1
Antonio Naranjo,1
Bugler,4
Wheeler,3
Reearita Lueele,1
Cliff Houees,1
Ohiosgo,1
Issonic,1
St. 8,1
Joso Santos,1
Iwrdte,1
Congressionel,1
mm M,2
N. H.

Dnar Sir:~,1
Los Angolan,1
Sen Ildofonso,1
Lamy,2
890114113,1
Allen,-,1
the Gold Bullion 00,1
Shank,1
Ileehuzton,1
Wax-Chou,1
Fran,2
W. ll.,1
14 6234-2216-4018,1
Abiquiu,3
1500,1
Coohiti,1
N. Y.

Sits:—,1
Geronimo Ouerrero,1
Damon Alvares,1
6244-2106-4138,1
the 14th,1
J. Roe Browning,4
United Stetes,1
R. G. B. R..a,1
Deer Sim-g,1
The New Proceee Concrete,1
New York ',1
Berger,3
Piourie,1
N. M" Fob,1
Santa Fe Hardware e Supply,1
June 19.1905,1
New York,8
Roe Brewing,1
Burton,1
Acequia,1
Zingg,1
22116,1
Jan. lat,2
E. J. Crittenden,1
18 7258-,1
Wncnington,1
the Baoa Location No,1
the Bureau of Indian Affairs,2
NJI.,4
Synta Fe,1
Antonio Luann,1
Contact Int,1
1 week,1
Bente II.,1
Jones I. Connors,1
Mu Mun-1.1,1
Sept. 30,1
Oct 7, 1906,1
Jlmfi,1
Thousand,1
the Indian Office,8
Mgmu
J I,1
20 years,1
Sante,1
Thomas W.Enos,1
X. IL,1
Santa,79
Sam.n Fe,1
Exam-2:1 Li,1
Juan Maria,1
Pueblo,47
Pierce,1
about 5 p,1
the ten years,1
Lu Venue,1
E. Dagnette,1
Pueble,1
R. G. RIB,1
Puebla,3
W.

M

Mt",1
Santa Fe Hardware,1
Annie M.Sayre,1
Mode,1
Pueblo mutton-,1
Taco County,1
Chloe MecDoneld,1
July-September 1914,1
1nt Cu,1
W476,1
Reserve,1
August 6th,1
M.M.Sundt,1
Mama 2,1
Sontu Fe,1
Victorieno,1
the day,3
Sante Fe,2
Novenber,1
Clara Pueblo,2
Anthony rourohegu,1
Roopoottuny,1
Saturday,2
Benn,1
C. H. "bury,1
July 19,1
36-38,1
Bernalillo,1
Canto,1
April 18, 1905,1
wringle,1
0031,1
Jeneo,1
a. month later,1
Indien Affeirs,1
Territorial,1
I. B.,1
Weehirmton,1
ULS.Indian Induatritl School,1
John Killer,1
1 month,1
Dear Sir end,1
Joseph P.Dunn,1
July 8,1906,1
New Hoxico,1
K. Allen,3
Meguilita Urine,1
Supte,2
Adeir,1
the fourth quarter,1
Heme,1
April 17th,1
San Ildefonsc,1
Oct. .12,1
F.E.Coudert,2
San Ildefonso,2
this school,1
William H.H&hn,1
Doc-.15,1
Coal,1
Abtqntu,1
Santa Po,3
Indisn,1
Santa Pb,1
Hake,1
Carlson,1
1c 1032,1
My :1,1
Quarters,1
Lieut,1
Santa PO,1
Felipe Indium,1
Manuel Dimas,1
Mauro,1
Smithton,1
Hattie Price,2
Heller,1
July 1,1
The Whitney Co. of,1
Mono .3,1
Oerun,1
Lt- wL-li,1
Lain «art,1
73116131153146,1
Vanuatu,2
111113199611,1
