Entity_Orth,Entity_Label,Source
Kodak Quality Monitoring Program,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0001.jpg
Aa Eb Cc,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0001.jpg
Bb CC,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0001.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the National Archives of the United States,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Bureau of Indian Affairs,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Record Group,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the National Archives-Denver Branch,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1824,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
John C. Calhoun,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
"May 11, 1824",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
9 Stat,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Bureau of Indian Affairs,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the War Department,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1849,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Department of the Interior,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1848,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Treaty of Guadalupe Hidalgo,LAW,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the United States,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Pueblo Indians,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Spain,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1854,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Bureau of Indian Affairs,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Pueblo Agency,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Sante Fe,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1891,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Jicarilla Subagency,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Pueblo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Jicarilla Agency,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1900,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Albuquerque Indian,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1911-12,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1914,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
that year,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Pueblo Indian Agency,WORK_OF_ART,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Albuquerque,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1919,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Northern,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the Southern Pueblos Agency,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1935,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
the United Pueblos Agency,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
1969,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0004.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
November 1890,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Arizona,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1870,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1870,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
the Carlisle Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Captain R. H. Pratt,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1879,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Carlisle,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
The Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
15 year,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1879,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
the same year,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
the Fort Mojave,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Arizona,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Carson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Nevada,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1890,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Pueblo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Arizona,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1900,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
"Cochiti, Jemez, Nambe, Picuris, Pojosque",ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
San Ildefonso,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
San Juan,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Santa Clara,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Santo Domingo,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Taos,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Tesuque,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Sante Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
1914,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Santa Fe School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Washington,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Congress,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Santa Fe School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Navajo,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Mescalero,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Jicarills,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0005.jpg
Santa Fe,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
a few years,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
a half day,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
1920,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
1980,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Pueblo Records,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Field Offices 2£_£hg Bureau,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
between 1890 and 1918,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Pueblo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
June 1890- December 1913,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0006.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
October 9,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
September 1893-lebruary 1894,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
February 1900-November 1913,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
July-September 1914,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
the Pueblo Indians,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indian Affairs,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Pueblo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
August 2,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Pueblo Day,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
February-March,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
1912,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0007.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
October 2,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
1902-1907,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Clara D. True,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Santa Clara Day School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
September 1901,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
December 1907,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Santa Clara,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
1900-18,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Santa Fe Indian School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
the National Archives-Denver Branch,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Pueblo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Pueblo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Jicarilla Agencies,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Cimarron,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
Abiquiu Agencies,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0008.jpg
31876-83,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
the Albuquerque Indian School,FAC,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1886-1954,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Northern,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Southern,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
United Pueblo Agencies,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
BIA agen-,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Pueblo Records Created,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
National Archives Microfilm Publications M941,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Miscellaneous Letters Sent pz_£pp Pueblo Agency,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1874-91,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
M1304,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
U.S.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
New Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1850-1953,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Record Group,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
the United States,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Indian,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
the Surveyor General of New Mexico,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Record Group,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
the Bureau of Land Management,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
the National Archives,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Washington,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1824-1880,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Indian Affairs,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1824-1882,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Report Books p£_£hg Office,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Indian Affairs,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1882-1885,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Special Files,WORK_OF_ART,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1807-1904,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Records,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Mexico,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1849-1880,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
the Office of the Secretary of,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Record Group,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Interior Department Territorial Papers,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
1851-1914,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Eileen Bolger,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Chloe MacDonald,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0009.jpg
Dec. 30,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
"Sept. 21,",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Sept. 28,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Vols,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
17-18,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Dec. 1,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Vols,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
"Dec. 19, 1906",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Oct. 31,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
30-31,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Sept. 21,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
Sept. 3,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
"Aug. 10, 1910-Hsy 31, 1911",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
"June 1, 1911-Dec",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0010.jpg
14-16 6,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
1904,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
Oct. 19,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
7-8 Her,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
11-12,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
Dsy School Tescher,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
1902-1907,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
Dsy School,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
Pueblos 1900-16,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0011.jpg
Sun Ildofonoo-Santo Domingo,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0012.jpg
Snnto Dosingo-Taou,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0012.jpg
1903-10,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0012.jpg
1900-16,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0012.jpg
Htucclhnoouu Latter,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0013.jpg
Sqnt 1,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0013.jpg
