Entity_Orth,Entity_Label,Source
N.K.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
November 30.1908,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
Propsqal,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
Propagaln,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
Vuuchsr Sig,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
Lke l;no,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
Propoxalfi,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0204.jpg
T P. wettin,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Indien Office,WORK_OF_ART,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
the Haskell Institute,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Iertin,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Pleese,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Haskell,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
the Indian Office,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Vise,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Kidder,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Teoe Indians,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0205.jpg
Induotrtal Schoblo ',PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0206.jpg
1008,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0206.jpg
"Nov. 30, 1908",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0207.jpg
H. McBride,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0207.jpg
Bernalillo,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0208.jpg
TinLey Long,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0208.jpg
Lon5,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0208.jpg
Inliqfi,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0208.jpg
"Colo-""no Ortiz",PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0209.jpg
Eltunoia,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0209.jpg
Saporint,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0209.jpg
Tnomu p. mtxu------------«-4—--,EVENT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0211.jpg
J. W. Killer,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0216.jpg
Jame-z,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0216.jpg
Lnnt,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0216.jpg
Jemoz; Manor,FAC,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0216.jpg
LJla I. Payne,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0217.jpg
Santa,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0217.jpg
Hatcn§nson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0217.jpg
annual,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0217.jpg
Yam ruspectt'ully,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0217.jpg
Doonbor 1,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0218.jpg
Harvey c.011n,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0218.jpg
N.M.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0219.jpg
Jose Rey Toyu 3L¢n,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0219.jpg
Exkx,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0219.jpg
National Bank,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0220.jpg
Santa Fe,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
N. Y. Dec. 3,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
Jemez,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
;au Le Lake,FAC,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
V.T.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
Sepenola,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
N.M.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
Cerillos,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
M.W. You,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
Eernalillo,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0221.jpg
"December 3,1908",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0222.jpg
Whitney Compan¢',PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0222.jpg
Albuquerque,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0222.jpg
Sire:- Herein,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0222.jpg
Bernnlillo,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0222.jpg
Coapnny,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0222.jpg
Hardwar 0 Co,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0223.jpg
Albuquerque,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0223.jpg
Chicago,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0224.jpg
"Don"" Bits:",PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0224.jpg
Band Inatrunmnta,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0224.jpg
Jana,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0224.jpg
"December 4,1908",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0225.jpg
Kiztuu,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0225.jpg
Emil,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0226.jpg
Al'buc;uex'que,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0226.jpg
1879,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0227.jpg
The Nhitnoy Couguny,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0228.jpg
McIntosh Hardware Ca,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0229.jpg
Co.~-----——->-~—-—-— .3.65,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0229.jpg
McIntoa,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0229.jpg
amnuu,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0230.jpg
Jmn.l.'lnc,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0230.jpg
1111,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0230.jpg
Santa Fe,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Dec. 7,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
William E. Johnson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Salt Lake City,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Utan,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Special Officer,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Farris,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Bernal,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Taco,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
the District Attorney anl,LOC,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Manual Bernai,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0231.jpg
Pollack,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0232.jpg
Borall,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0232.jpg
J. .'J.,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0233.jpg
J'I-néz,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0233.jpg
44)-,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0233.jpg
Santa Eh,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
I. W. Doc,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
Estuncia,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
1003,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
Lnat,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
Weight,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
VOJQhOF,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0235.jpg
Ragnar-Me,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0236.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
N. 1,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
"Dec. 9, 1906",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
Charles L. Knapp,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
M. C. Washington,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
I. C. Dear Sir,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
December 6th,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
N. V.,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
Cochlti,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0237.jpg
C. Ibiiukur,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0238.jpg
Dofilnoo,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0238.jpg
Ariz.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0238.jpg
Jose Mort Tolcdo,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0238.jpg
this day,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0238.jpg
Suporintcnddfit,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0238.jpg
Santa Fe,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0239.jpg
Lave,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0239.jpg
L312 dufi,FAC,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0239.jpg
Wotan,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
V. V,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
The Rolfsman System,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
Finelnnati,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
yesterday,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
Harris,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
Jwinfi,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0240.jpg
"Dec. 10, 1903",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
Lyon,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
CLiCRgO,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
Ill.,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
Lyon & Healy,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
LFFJ,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
"Vet""",PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0241.jpg
Smta,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0242.jpg
4000,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0242.jpg
W. Dudrow,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0243.jpg
Berneuno,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0244.jpg
Scott,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0244.jpg
Pueblo,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0244.jpg
111-. Long nu,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0244.jpg
5101:. r t,WORK_OF_ART,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0244.jpg
"Dec. 14, 1905",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0245.jpg
G. L. Williams,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0245.jpg
L'L Dear Sir: Mr. Finley Long,WORK_OF_ART,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0245.jpg
Sunta Fe on,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0245.jpg
1906,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0246.jpg
Fairlinl,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0246.jpg
Cxla,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0246.jpg
Edam,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0246.jpg
Guvnrnnent Inwian Schools,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0246.jpg
Camnisaion Lhrauqn Lae,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0246.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0247.jpg
"Dec. 14,",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0247.jpg
Hurlitzer,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0247.jpg
Cinc4nngti,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0247.jpg
Ohio,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0247.jpg
Pdrnish,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0247.jpg
Dec. ii,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
La Cabezon,FAC,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Indiana,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
.16 19th,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Pollock,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Nita yJJ,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Johnson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
55;. L,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Jagnson,WORK_OF_ART,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Jonnson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Taos,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Toln-,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Srtoriay,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Pollock,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Pollock,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Leacner,PRODUCT,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Ionnson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Pollock,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Johnson,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Bollook,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Pollock,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Indian Office,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Jorr,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Albuquorquo,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0249.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
The U.S.Lalniry Soay 3 Supply,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Cincinnati,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Ohio,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Tenara,NORP,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Cin— w b,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Tne Fault,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Albuquerque,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0250.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
N. V. Dec,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
Juu 30,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
a f'ew days,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
J. 8,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
Wnlch,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
Acknowledge,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0251.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
Dec. 15,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
Leo Herscn,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
Santa Fe,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
V. V. .',PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
Carmen,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
z'f'f'l'C,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0252.jpg
Bantu Fe,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
Dec. Emil,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
Albuqueraue,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
Dec. lltn,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
Article 9 of said,LAW,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
weekly,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
Jnigment,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0253.jpg
Sue Indian Office,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0254.jpg
Celestine Ortiz,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0255.jpg
Es Lane,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0255.jpg
this week,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0255.jpg
"December 15,1908",DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0256.jpg
John,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0256.jpg
today,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0256.jpg
51:13,DATE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0256.jpg
Washington,GPE,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0256.jpg
BLttcr,ORG,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0257.jpg
Caliofi fiJJr835C3 Lu,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0257.jpg
Jerra E. Farris,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0258.jpg
JtJrges'Hotel,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0258.jpg
Jonrsan Sirects,PERSON,/Users/matt.mcgrattan/Documents/IDA-NARA_files/M-1473_R-13/M1473R13_0258.jpg
